一一	fhfh
铁牛	cclz
铁甲	ccst
铁画	ccfs
铁皮	ccem
铁石心肠	cqnm
铁矿	ccqg
铁矿石	cqqq
铁砂	ccqo
铁窗	cczc
铁笔	cczo
铁笼	cczj
铁管	ccze
铁箱	ccza
铁粉	ccmv
铁索	ccge
铁纱	ccro
铁线	ccrf
铁脚	ccmb
铁腕	ccme
铁艺	ccwj
铁芯	ccwn
铁血	cccb
铁观音	cwar
铁证	ccvf
铁证如山	cvsd
铁质	ccog
铁路	ccuq
铁路局	cump
铁蹄	ccuy
铁轨	ccyd
铁通	ccnq
铁道	ccvc
铁道部	cvyi
铁钉	cccu
铁链	cccy
铁锁	ccco
铁锅	ccci
铁锤	ccch
铁锨	ccco
铁锹	cccz
铁门	ccbo
铁闸	ccbs
铁青	cczm
铁面无私	chuz
铁饭碗	cfqe
铁饼	ccfv
铁马	ccxh
铁骑	ccxx
铁骨铮铮	cfcc
铃兰	ctvq
铃声	ctmm
铃木	ctaj
铃铛	ctco
铅丝	cprr
铅华	cpkh
铅印	cpnf
铅字	cpey
铅封	cpbb
铅弹	cpov
铅灰	cpgy
铅球	cpgf
铅笔	cpzo
铅笔画	czfs
铆工	cfnv
铆钉	cfcu
铜仁	czkr
铜像	czkw
铜元	czra
铜器	czrl
铜墙铁壁	cbcr
铜川	czjv
铜币	czcu
铜板	czao
铜模	czaw
铜版	czno
铜牌	cznd
铜矿	czqg
铜线	czrf
铜绿	czrs
铜臭	czcl
铜芯	czwn
铜质	czog
铜钱	czcf
铜锣	czcy
铜镜	czca
铜陵	cztb
铜鼓	czhb
铝业	cnoq
铝合金	cttk
铝板	cnao
铝箔	cnzh
铠甲	cdst
铡刀	cdkg
铣削	clom
铣工	clnv
铣床	clga
铤而走险	cuqt
铩羽	coeh
铩羽而归	ceuk
铭刻	cxyk
铭心刻骨	cnyf
铭感	cxuf
铭文	cxwm
铭牌	cxnd
铭记	cxvj
铭记于心	cvfn
铭记在心	cvgn
铮铮铁骨	cccf
铰接	ccpy
铰链	cccy
铲子	cyyd
铲平	cylv
铲车	cyyf
铲除	cyts
铲雪	cyts
铵盐	cebd
银丝	ctrr
银两	ctam
银亮	ctwp
银元	ctra
银光	ctsj
银匠	cteo
银发	ctiw
银圆	ctui
银奖	ctnx
银婚	ctsq
银子	ctyd
银屏	ctmv
银川	ctjv
银币	ctcu
银幕	ctwj
银座	ctgs
银月	ctmd
银杉	ctab
银杏	ctai
银条	ctja
银杯	ctac
银根	ctat
银楼	ctam
银汉	cthw
银河	cthz
银河系	chch
银洋	cthi
银海	cthl
银灰	ctgy
银灰色	cgre
银牌	ctnd
银狐	ctlq
银环	ctgc
银白	ctdy
银白色	cdre
银监会	cksp
银矿	ctqg
银票	ctqd
银粉	ctmv
银耳	ctqg
银联	ctqv
银色	ctre
银花	ctwk
银行	ctfj
银行业	cfoq
银行卡	cfdf
银装素裹	cnzu
银证	ctvf
银针	ctcg
银钱	ctcf
银铃	ctct
银锭	ctce
银饰	ctfl
铸件	czkl
铸就	czwo
铸币	czcu
铸成大错	cuxc
铸造	czli
铸钢	czcz
铸铁	czcc
铺上	cgdf
铺位	cgky
铺保	cgki
铺叙	cgsz
铺垫	cgpt
铺天盖地	cfib
铺子	cgyd
铺展	cgmx
铺平	cglv
铺床	cgga
铺底	cggq
铺开	cgfw
铺张	cgox
铺张扬厉	copo
铺张浪费	cohu
铺成	cgup
铺排	cgpd
铺板	cgao
铺满	cghw
铺盖	cgib
铺砌	cgql
铺设	cgvq
铺路	cguq
铺轨	cgyd
铺陈	cgtl
铺面	cghf
链子	cyyd
链接	cypy
链条	cyja
链表	cyzo
链路	cyuq
链轮	cyyh
链锁	cyco
铿锵	ckcn
铿锵有力	ccga
销假	cokm
销势	copt
销号	coif
销售	covi
销售一空	cvfz
销售员	cvid
销售商	cvyz
销售点	cvdi
销售网	cvzo
销售量	cvjf
销售额	cveq
销声匿迹	cmeu
销往	cojo
销户	cofk
销案	coes
销毁	cown
销烟	coyu
销蚀	cofj
销账	codx
销货	cokh
销赃	codg
销路	couq
销量	cojf
销钉	cocu
销魂	copb
销魂夺魄	cpxd
锁上	codf
锁住	coko
锁具	cogv
锁匙	cojk
锁喉	coik
锁头	colx
锁定	coek
锁屏	comv
锁死	coqh
锁紧	cokw
锁边	coal
锁钥	cocm
锁链	cocy
锁门	cobo
锁骨	cofv
锂电池	cjhh
锃亮	ciwp
锃光瓦亮	csfw
锄头	crlx
锄奸	crsl
锄强扶弱	copo
锄草	crwj
锅台	cini
锅子	ciyd
锅巴	ciew
锅庄	cigb
锅灶	ciyb
锅炉	ciyf
锅盔	cigy
锅盖	ciib
锅碗	ciqe
锅碗瓢盆	cqqv
锅里	cidn
锈斑	czgw
锈病	czxf
锈蚀	czfj
锈迹斑斑	cugg
锉刀	cskg
锋刃	cjko
锋利	cjzk
锋线	cjrf
锋芒	cjwx
锋芒毕露	cwht
锋锐	cjcv
锋面	cjhf
锐不可当	cczo
锐减	cvlu
锐利	cvzk
锐器	cvrl
锐度	cvgx
锐意	cvan
锐意改革	cajg
锐意进取	cabq
锐气	cvfq
锐眼	cvgt
锐角	cvrq
锒铛	coco
锒铛入狱	ccxl
错上加错	cdac
错乱	cxvp
错了	cxfu
错位	cxky
错别字	ciey
错处	cxjd
错失	cxcs
错失良机	ccoa
错字	cxey
错层	cxmp
错峰	cxdj
错开	cxfw
错待	cxjb
错怪	cxnw
错情	cxnz
错愕	cxnr
错时	cxjl
错杀	cxoa
错杂	cxda
错案	cxes
错漏	cxhm
错爱	cxte
错版	cxno
错用	cxql
错的	cxds
错码	cxqx
错综	cxre
错综复杂	crld
错落	cxwh
错落有致	cwgc
错觉	cxhe
错认	cxvs
错词	cxvp
错误	cxvi
错误百出	cvfi
错误的	cvds
错谬	cxve
错车	cxyf
错过	cxll
错金	cxtk
锚固	cwuq
锚链	cwcy
锡伯族	ckml
锡剧	cjmq
锡杖	cjaf
锡林浩特	cahl
锡林郭勒	cawg
锡箔	cjzh
锡纸	cjrq
锣鼓	cyhb
锣鼓喧天	chif
锤子	chyd
锤炼	chyl
锥体	cvka
锥子	cvyd
锥形	cvfw
锥心刺骨	cnaf
锦上添花	cdhw
锦囊	cdgi
锦囊妙计	cgsv
锦州	cdjj
锦旗	cdml
锦标	cdad
锦标赛	caeb
锦江	cdhn
锦纶	cdrh
锦绣	cdrz
锦绣前程	crvz
锦绣山河	crdh
锦绣河山	crhd
锦缎	cdrp
锦葵	cdwv
锦衣	cdor
锦衣夜行	couf
锦衣玉食	cogo
锦袍	cdos
锦鲤	cded
锦鸡	cdww
键位	cuky
键值	cukg
键入	cuxj
键准	culv
键帽	cuuj
键数	cums
键法	cuhb
键盘	culb
键盘侠	clks
键程	cuzi
锯开	cmfw
锯掉	cmpd
锯末	cmfa
锯条	cmja
锯齿	cmsg
锱铢	cjcc
锱铢必较	ccny
锲而不舍	cucs
锻件	cpkl
锻压	cpob
锻打	cppu
锻炼	cpyl
锻炼身体	cylk
锻造	cpli
锻铁	cpcc
镀膜	cgmw
镀金	cgtk
镀银	cgct
镀锌	cgcj
镀锡	cgcj
镁光	cisj
镂刻	cmyk
镂空	cmzn
镇上	cgdf
镇压	cgob
镇反	cgow
镇宅	cgec
镇守	cgel
镇定	cgek
镇定自若	cecw
镇尺	cgmo
镇星	cgjd
镇江	cghn
镇海	cghl
镇痛	cgxn
镇纸	cgrq
镇长	cgxk
镇静	cgzm
镇静剂	czak
镊子	cqyd
镌刻	cvyk
镍币	cccu
镍氢	ccfw
镏金	cftk
镐头	cwlx
镖客	cqeq
镖局	cqmp
镖师	cqkf
镗床	cxga
镜中	caik
镜像	cakw
镜匣	caes
镜台	cani
镜头	calx
镜子	cayd
镜框	caae
镜片	canb
镜花水月	cwhm
镜面	cahf
镣铐	cxcr
镭射	ctll
镯子	cyyd
镰刀	cgkg
镶嵌	cudm
镶牙	cuyb
长丝	xkrr
长久	xkro
长久之计	xrdv
长久以来	xrhj
长乐	xkno
长了	xkfu
长于	xkfg
长亭	xkwu
长亲	xkya
长假	xkkm
长凳	xkve
长出	xkiz
长刀	xkkg
长别	xkia
长剑	xkth
长势	xkpt
长卷	xkvs
长发	xkiw
长号	xkif
长叹	xkiw
长吁短叹	xiei
长命百岁	xtfd
长啸	xkiu
长圆	xkui
长在	xkgk
长城	xkbu
长处	xkjd
长夜	xkuk
长夜漫漫	xuhh
长大	xkxi
长大成人	xxus
长天	xkfx
长女	xksm
长子	xkyd
长存	xkgk
长孙	xkyo
长安	xkes
长安街	xefb
长官	xkeu
长寿	xkzl
长局	xkmp
长崎	xkdx
长川	xkjv
长工	xknv
长年	xklg
长年累月	xlsm
长庆	xkgx
长庚	xkgs
长度	xkgx
长廊	xkgo
长弓	xkod
长征	xkjf
长性	xknd
长情	xknz
长成	xkup
长房	xkfm
长效	xkco
长方	xkmx
长方体	xmka
长方形	xmfw
长时	xkjl
长时间	xjbj
长明灯	xjyu
长春	xkzo
长期	xkmv
长机	xkap
长杆	xkal
长条	xkja
长枪	xkas
长椅	xkax
长款	xkmd
长歌	xkzz
长歌当哭	xzor
长此	xklh
长此以往	xlhj
长毛	xkou
长江	xkhn
长江三角洲	xhqh
长江后浪推前浪	xhoh
长江大桥	xhxa
长沙	xkho
长沙市	xhuu
长河	xkhz
长治	xkhn
长治久安	xhre
长法	xkhb
长波	xkhe
长活	xkhv
长满	xkhw
长物	xkls
长生	xkdh
长生不老	xdcr
长痛	xkxn
长白山	xdds
长盛不衰	xucw
长相	xkag
长相厮守	xaoe
长眠	xkgn
长着	xkig
长矛	xkmc
长短	xkee
长短句	xetq
长程	xkzi
长空	xkzn
长笛	xkzi
长策	xkza
长篇	xkzf
长篇大论	xzxv
长篇小说	xzov
长约	xkrs
长线	xkrf
长编	xkrf
长缨	xkrd
长老	xkri
长者	xkrj
长脸	xkmt
长腿	xkmt
长膘	xkmq
长臂	xkrm
长臂猿	xrlb
长舌	xkvl
长虫	xkjw
长虹	xkjn
长街	xkfb
长衫	xkob
长袍	xkos
长袖	xkoi
长袖善舞	xoil
长裙	xkos
长裤	xkog
长诗	xkvb
长话	xkvv
长话短说	xvev
长谈	xkvy
长足	xkuz
长跑	xkus
长距离	xuuo
长跪不起	xucq
长路	xkuq
长辈	xkdy
长辞	xkvj
长达	xkxl
长进	xkbl
长远	xkra
长远发展	xrim
长途	xksz
长途汽车	xshy
长途跋涉	xsuh
长逝	xkpo
长长	xkxk
长随	xktg
长青	xkzm
长项	xknk
长须	xkbk
长颈鹿	xwcu
长风	xkpo
长驱直入	xxgx
长骨	xkfv
长高	xkwn
长鼓	xkhb
长龙	xkjh
门上	bodf
门下	bofd
门人	bosi
门儿清	bahz
门内	bozs
门前	bovm
门匾	boef
门卫	bowf
门厅	boou
门口	boiq
门可罗雀	bzyo
门后	boof
门墙	bobb
门墩	bobw
门外	boxd
门外汉	bxhw
门子	boyd
门客	boeq
门对	bowl
门将	bonx
门岗	bodz
门巴	boew
门巴族	beml
门市	bouu
门市部	buyi
门帘	bozu
门店	bogd
门庭	bogc
门庭若市	bgwu
门廊	bogo
门当户对	bofw
门径	bojw
门徒	bojq
门户	bofk
门户之见	bfdu
门房	bofm
门扇	bofe
门扉	bofd
门斗	bopf
门板	boao
门柱	boao
门栓	boas
门框	boae
门楣	boam
门楼	boam
门槛	boak
门洞	bohz
门派	boho
门牌	bond
门牌号	bnif
门牙	boyb
门环	bogc
门球	bogf
门生	bodh
门神	bodj
门票	boqd
门禁	boaa
门窗	bozc
门童	boyd
门第	bozu
门类	bomx
门缝	borj
门联	boqv
门脸	bomt
门诊	bovs
门诊部	bvyi
门路	bouq
门边	boal
门道	bovc
门里	bodn
门钉	bocu
门铃	boct
门锁	boco
门镜	boca
门闩	bobf
门阀	bobk
门限	bott
门面	bohf
门馆	bofe
门齿	bosg
闪亮	bswp
闪亮登场	bwvb
闪光	bssj
闪光灯	bsyu
闪光点	bsdi
闪出	bsiz
闪击	bspz
闪击战	bpdi
闪动	bspa
闪失	bscs
闪婚	bssq
闪存	bsgk
闪客	bseq
闪射	bsll
闪屏	bsmv
闪开	bsfw
闪念	bstp
闪灯	bsyu
闪烁	bsyn
闪烁其词	bymv
闪烁其辞	bymv
闪现	bsgu
闪电	bsjp
闪电战	bjdi
闪盘	bslb
闪着	bsig
闪耀	bsse
闪身	bslc
闪躲	bslp
闪过	bsll
闪避	bsrl
闪闪	bsbs
闪闪发光	bbis
闪闪烁烁	bbyy
闭上	bgdf
闭上眼	bdgt
闭上眼睛	bdgg
闭会	bgsp
闭关	bgvx
闭关自守	bvce
闭关锁国	bvcu
闭卷	bgvs
闭口	bgiq
闭口不言	bicm
闭合	bgti
闭嘴	bgil
闭塞	bgeb
闭市	bguu
闭幕	bgwj
闭幕式	bwnn
闭幕词	bwvp
闭月羞花	bmiw
闭气	bgfq
闭环	bggc
闭目	bggy
闭目养神	bgid
闭目塞听	bgei
闭眼	bggt
闭着	bgig
闭经	bgrw
闭路	bguq
闭锁	bgco
闭门	bgbo
闭门不出	bbci
闭门思过	bbsl
闭门羹	bbiy
闭门谢客	bbve
闭门造车	bbly
问世	bixp
问个	bisk
问了	bifu
问事	bifi
问候	bikk
问其	bimv
问出	biiz
问到	bick
问卜	bidh
问卷	bivs
问及	bikd
问句	bitq
问号	biif
问好	bisy
问安	bies
问寒问暖	bebj
问心无愧	bnun
问心有愧	bngn
问斩	biyo
问明	bijm
问津	bihu
问答	bizt
问罪	biyd
问药	biwr
问讯	bivp
问诊	bivs
问话	bivv
问询	bivs
问责	bizd
问起	biqj
问路	biuq
问过	bill
问道	bivc
问道于盲	bvfx
问长问短	bxbe
问问	bibi
问难	biwv
问题	bijk
问鼎	bign
闯下	bxfd
闯入	bxxj
闯关	bxvx
闯关东	bvlo
闯出	bxiz
闯劲	bxwn
闯王	bxgi
闯祸	bxdi
闯红灯	bryu
闯荡	bxwh
闯荡江湖	bwhh
闯过	bxll
闯进	bxbl
闰年	bglg
闰月	bgmd
闲书	bapp
闲事	bafi
闲云野鹤	bpde
闲人	basi
闲人免进	bszb
闲员	baid
闲居	bamq
闲工夫	bnsv
闲弃	bapw
闲心	bang
闲情	banz
闲情逸致	bnzc
闲愁	bazy
闲扯	bapl
闲散	baxm
闲时	bajl
闲暇	bajm
闲杂	bada
闲杂人等	bdsz
闲步	ball
闲气	bafq
闲着	baig
闲置	bayg
闲聊	baqf
闲职	baqi
闲荡	bawh
闲言	bame
闲言碎语	bmqv
闲话	bavv
闲谈	bavy
闲适	bavl
闲逛	balg
闲逸	bazl
闲钱	bacf
闲雅	bayv
闲静	bazm
闲饭	bafo
间不容发	bcei
间作	bjke
间壁	bjrb
间或	bjii
间房	bjfm
间接	bjpy
间接经验	bprx
间断	bjmp
间杂	bjda
间架	bjai
间歇	bjjs
间歇性	bjnd
间脑	bjmu
间苗	bjws
间谍	bjvx
间距	bjue
间道	bjvc
间隔	bjtp
间隔号	btif
间隙	bjto
闵行	bwfj
闷倦	bnkv
闷声	bnmm
闷声不响	bmci
闷声闷气	bmbf
闷头	bnlx
闷棍	bnaj
闷死	bnqh
闷气	bnfq
闷热	bnpt
闷葫芦	bwwf
闷酒	bnht
闷闷不乐	bbcn
闷雷	bnts
闷骚	bnxw
闸刀	bskg
闸北	bsnh
闸口	bsiq
闸门	bsbo
闹中取静	biqz
闹事	bufi
闹出	buiz
闹别扭	bipp
闹剧	bumq
闹哄	buix
闹哄哄	biix
闹市	buuu
闹心	bung
闹情绪	bnrr
闹架	buai
闹气	bufq
闹灾	buey
闹热	bupt
闹着	buig
闹着玩	bigr
闹笑话	bzvv
闹翻	bucm
闹腾	bumv
闹荒	buwx
闹贼	budi
闹钟	buci
闹铃	buct
闹鬼	buby
闺女	bbsm
闺房	bbfm
闺秀	bbzv
闺蜜	bben
闺阁	bbbq
闻之	bqdo
闻之色变	bdru
闻人	bqsi
闻到	bqck
闻名	bqxi
闻名中外	bxix
闻名于世	bxfx
闻名遐迩	bxmr
闻声	bqmm
闻所未闻	bfjb
闻者足戒	brui
闻言	bqme
闻讯	bqvp
闻讯赶来	bvqj
闻达	bqxl
闻过则喜	bldh
闻风丧胆	bpbm
闻风而动	bpup
闻风而逃	bpua
闻鸡起舞	bwql
闽南	bjgz
闽江	bjhn
闽清	bjhz
闽菜	bjwt
闽语	bjvj
阀门	bkbo
阀阅	bkbv
阁下	bqfd
阁僚	bqkx
阁员	bqid
阁子	bqyd
阁楼	bqam
阅世	bvxp
阅人无数	bsum
阅兵	bvov
阅兵式	bonn
阅卷	bvvs
阅历	bvoa
阅尽	bvmo
阅批	bvph
阅览	bvkz
阅览室	bkec
阅读	bvvg
阆苑	bowx
阈值	bikg
阉割	bxez
阎王	brgi
阎罗	bryx
阐发	bviw
阐明	bvjm
阐说	bvvv
阐述	bvao
阐释	bvcm
阑尾	bumo
阑尾炎	bmyy
阑珊	bugj
阒然	bgml
阔别	bhia
阔叶	bhig
阔叶林	biaa
阔叶树	biaw
阔少	bhoc
阔步	bhll
阔气	bhfq
阔绰	bhrd
阔达	bhxl
阖家	bbek
阖家欢乐	bewn
阖府	bbgk
阙疑	bvhe
阜宁	cueu
阜新	cuya
队伍	tskj
队列	tsqk
队医	tsee
队友	tsgw
队员	tsid
队形	tsfw
队旗	tsml
队服	tsmw
队歌	tszz
队礼	tsdp
队部	tsyi
队里	tsdn
队长	tsxk
阡陌	thtf
阮囊羞涩	tgih
防不胜防	tcmt
防伪	tmko
防具	tmgv
防冻	tmll
防务	tmja
防区	tmeo
防卫	tmwf
防卫过当	twlo
防城港	tbhx
防备	tmjs
防守	tmel
防寒	tmeb
防尘	tmob
防弹	tmov
防御	tmju
防微杜渐	tyah
防患	tmnk
防患于未然	tnfm
防患未然	tnjm
防抖	tmpp
防护	tmpf
防护林	tpaa
防控	tmpz
防撞	tmpy
防晒	tmjq
防暑	tmjr
防暑降温	tjth
防暴	tmjx
防止	tmld
防毒	tmzq
防毒面具	tzhg
防水	tmhg
防汛	tmhp
防治	tmhn
防洪	tmhx
防滑	tmhf
防潮	tmhg
防火	tmyv
防火墙	tybb
防灾	tmey
防热	tmpt
防爆	tmyj
防疫	tmxq
防疫站	txyd
防病	tmxf
防盗	tmlf
防盗门	tlbo
防空	tmzn
防空洞	tzhz
防线	tmrf
防老	tmri
防腐	tmgk
防腐剂	tgak
防范	tmwh
防身	tmlc
防锈	tmcz
防除	tmts
防雨	tmtf
防雷	tmts
防震	tmtq
防霉	tmtl
防风	tmpo
防风林	tpaa
防龋	tmsc
阳世	tjxp
阳伞	tjsv
阳光	tjsj
阳光明媚	tsjs
阳光灿烂	tsyy
阳关	tjvx
阳关大道	tvxv
阳关道	tvvc
阳具	tjgv
阳刚	tjzo
阳刚之气	tzdf
阳历	tjoa
阳台	tjni
阳城	tjbu
阳奉阴违	tztq
阳宅	tjec
阳寿	tjzl
阳平	tjlv
阳性	tjnd
阳文	tjwm
阳春	tjzo
阳春三月	tzqm
阳春白雪	tzdt
阳朔	tjvi
阳极	tjak
阳气	tjfq
阳江	tjhn
阳沟	tjhs
阳泉	tjdh
阳痿	tjxz
阳离子	tuyd
阳线	tjrf
阳萎	tjwz
阳虚	tjqo
阳西	tjqp
阳谋	tjvm
阳间	tjbj
阴云	tmpd
阴云密布	tpeg
阴冷	tmlt
阴凉	tmlw
阴历	tmoa
阴司	tmpf
阴唇	tmqi
阴囊	tmgi
阴天	tmfx
阴宅	tmec
阴寿	tmzl
阴山	tmds
阴差阳错	titc
阴干	tmlr
阴平	tmlv
阴影	tmjw
阴德	tmjg
阴性	tmnd
阴户	tmfk
阴损	tmpi
阴文	tmwm
阴晦	tmjl
阴晴	tmjz
阴晴圆缺	tjuu
阴暗	tmja
阴暗面	tjhf
阴曹	tmfr
阴曹地府	tfbg
阴极	tmak
阴柔	tmmc
阴核	tmay
阴森	tmaa
阴森森	taaa
阴毒	tmzq
阴毛	tmou
阴气	tmfq
阴沉	tmhe
阴沉沉	thhe
阴沟	tmhs
阴沟翻船	thcl
阴狠	tmlt
阴电	tmjp
阴盛阳衰	tutw
阴私	tmzn
阴笑	tmzc
阴线	tmrf
阴翳	tmee
阴茎	tmww
阴蒂	tmwy
阴虚	tmqo
阴谋	tmvm
阴谋家	tvek
阴谋诡计	tvvv
阴道	tmvc
阴郁	tmgm
阴部	tmyi
阴错阳差	tcti
阴间	tmbj
阴阳	tmtj
阴阳怪气	ttnf
阴阳调和	ttvz
阴险	tmtt
阴雨	tmtf
阴雨连绵	ttyr
阴霾	tmtl
阴面	tmhf
阴风	tmpo
阴骘	tmtl
阴魂	tmpb
阴魂不散	tpcx
阴鸷	tmpt
阵中	tyik
阵亡	tyxc
阵列	tyqk
阵前	tyvm
阵势	typt
阵发	tyiw
阵地	tybh
阵型	tyfw
阵子	tyyd
阵容	tyep
阵式	tynn
阵形	tyfw
阵法	tyhb
阵痛	tyxn
阵线	tyrf
阵脚	tymb
阵营	tywe
阵阵	tyty
阵雨	tytf
阵雪	tyts
阵风	typo
阶下	tsfd
阶下囚	tfcv
阶乘	tszn
阶层	tsmp
阶梯	tsav
阶段	tspf
阶段性	tpnd
阶级	tsrk
阶级性	trnd
阶级斗争	trpr
阶级矛盾	trmo
阻值	trkg
阻击	trpz
阻力	trau
阻塞	treb
阻尼	trmh
阻截	trgi
阻抗	trpu
阻拦	trpv
阻挠	trpi
阻挡	trpo
阻断	trmp
阻止	trld
阻滞	trhf
阻燃	trym
阻碍	trqj
阻绝	trrr
阻遏	trjs
阻隔	trtp
阻难	trwv
阿信	tzkm
阿公	tzvn
阿兰	tzvq
阿叔	tzdf
阿司匹林	tpea
阿呆	tzia
阿哥	tzzz
阿基米德	tmmj
阿塞拜疆	tepo
阿妈	tzsx
阿妹	tzsj
阿姆斯特丹	tsmz
阿姐	tzsr
阿姨	tzsx
阿娇	tzsc
阿婆	tzhe
阿婶	tzse
阿富汗	tehl
阿尔	tzro
阿尔伯特	trkl
阿尔卑斯	trdm
阿尔卑斯山	trdd
阿尔及利亚	trkf
阿尔巴尼亚	tref
阿尔法	trhb
阿尔泰	trzo
阿尔泰山	trzd
阿尔茨海默病	trwx
阿帕奇	tuxz
阿弥陀佛	totk
阿拉	tzpy
阿拉伯	tpkd
阿拉伯人	tpks
阿拉伯半岛	tpkw
阿拉伯数字	tpke
阿拉巴马	tpex
阿拉斯加	tpma
阿拉木图	tpau
阿斗	tzpf
阿昌族	tjml
阿曼	tzjy
阿杜	tzab
阿根廷	tacm
阿波罗	thyx
阿爸	tzvo
阿片	tznb
阿瑟	tzgg
阿甘	tzmz
阿福	tzdf
阿紫	tzlh
阿罗汉	tyhw
阿联酋	tqvt
阿胶	tzmc
阿莫西林	twqa
阿蒙	tzwe
阿衰	tzwf
阿訇	tzsm
阿诺	tzvw
阿谀	tzvw
阿谀奉承	tvzp
阿谀逢迎	tvjn
阿迪	tzil
阿迪达斯	tixm
阿里	tzdn
阿里巴巴	tdee
阿门	tzbo
阿雅	tzyv
阿飞	tzib
陀螺	tejs
附上	tkdf
附中	tkik
附件	tkkl
附会	tksp
附则	tkdk
附加	tkai
附加值	takg
附加税	tazv
附加费	taud
附后	tkof
附和	tkzi
附图	tkuj
附在	tkgk
附小	tkot
附属	tkmc
附属国	tmug
附带	tkfe
附庸	tkgu
附庸风雅	tgpy
附录	tksh
附有	tkgm
附注	tkho
附白	tkdy
附着	tkig
附着力	tiau
附睾	tkcy
附笔	tkzo
附耳	tkqg
附表	tkzo
附言	tkme
附议	tkvo
附记	tkvj
附设	tkvq
附赠	tkdv
附身	tklc
附近	tkol
附送	tkvx
附院	tkte
附随	tktg
际会	tdsp
际涯	tdho
际遇	tdsf
陆上	tpdf
陆军	tpey
陆地	tpbh
陆战	tpdi
陆战队	tdts
陆桥	tpac
陆沉	tphe
陆海空	thzn
陆游	tphm
陆离	tpuo
陆续	tprg
陆路	tpuq
陆运	tppl
陆陆续续	ttrr
陆风	tppo
陇南	tjgz
陇海	tjhl
陈世美	txix
陈仓	tlsw
陈兵	tlov
陈列	tlqk
陈坤	tlbj
陈子昂	tyjn
陈家	tlek
陈年	tllg
陈情	tlnz
陈放	tlmr
陈旧	tlkj
陈毅	tlyk
陈氏	tlqu
陈皮	tlem
陈米	tlmg
陈胜	tlmd
陈胜吴广起义	tmio
陈腐	tlgk
陈规	tlsu
陈规陋习	tstf
陈言	tlme
陈设	tlvq
陈诉	tlvo
陈词	tlvp
陈词滥调	tvhv
陈说	tlvv
陈请	tlvz
陈谷子烂芝麻	tpyo
陈账	tldx
陈货	tlkh
陈述	tlao
陈述句	tatq
陈迹	tluy
陈酒	tlht
陈醋	tltx
陋习	tffz
陋俗	tfkp
陋室	tfec
陋巷	tfxv
陌生	tfdh
陌生人	tdsi
陌路	tfuq
陌路人	tusi
降下	tjfd
降世	tjxp
降临	tjkz
降为	tjoa
降价	tjks
降伏	tjkl
降低	tjkq
降低成本	tkua
降分	tjvk
降到	tjck
降半旗	tvml
降压	tjob
降噪	tjii
降妖	tjsc
降尘	tjob
降幅	tjuf
降息	tjcn
降旗	tjml
降服	tjmw
降格	tjaq
降格以求	tahf
降水	tjhg
降水量	thjf
降温	tjhj
降火	tjyv
降生	tjdh
降级	tjrk
降维	tjrv
降耗	tjfo
降职	tjqi
降至	tjcy
降落	tjwh
降落伞	twsv
降表	tjzo
降解	tjrq
降雨	tjtf
降雨量	ttjf
降雪	tjts
降顺	tjjk
降频	tjll
降魔	tjob
降龙	tjjh
降龙伏虎	tjkq
限乘	ttzn
限于	ttfg
限产	ttyo
限令	tttn
限价	ttks
限养	ttio
限制	ttlu
限制性	tlnd
限定	ttek
限度	ttgx
限时	ttjl
限期	ttmv
限止	ttld
限流	tthp
限电	ttjp
限界	ttss
限行	ttfj
限购	ttds
限速	ttul
限量	ttjf
限量版	tjno
限额	tteq
陕北	tsnh
陕南	tsgz
陕西	tsqp
陛下	thfd
陟罚臧否	tyuc
陡升	tqcw
陡变	tquy
陡坡	tqbe
陡增	tqbv
陡壁	tqrb
陡峭	tqdo
陡峻	tqdn
陡崖	tqdo
陡然	tqml
院中	teik
院内	tezs
院刊	telk
院办	teav
院墙	tebb
院士	temf
院外	texd
院子	teyd
院宅	teec
院所	tefo
院方	temx
院校	teac
院系	tech
院落	tewh
院试	tevn
院部	teyi
院里	tedn
院长	texk
院门	tebo
除了	tsfu
除以	tshs
除却	tsbn
除去	tsbn
除名	tsxi
除垢	tsbo
除夕	tsxu
除外	tsxd
除害	tsez
除尘	tsob
除开	tsfw
除弊	tskr
除息	tscn
除恶务尽	tfjm
除掉	tspd
除数	tsms
除旧布新	tkgy
除暴安良	tjeo
除权	tsaw
除根	tsat
除此	tslh
除此之外	tldx
除此以外	tlhx
除此而外	tlux
除法	tshb
除湿	tshj
除臭	tscl
除草	tswj
除霜	tsta
除非	tsdm
除非己莫为	tdjo
除魔	tsob
陨星	tijd
陨灭	tify
陨石	tiqq
陨落	tiwh
陨铁	ticc
险些	ttlh
险区	tteo
险固	ttuq
险境	ttba
险峰	ttdj
险峻	ttdn
险工	ttnv
险恶	ttfo
险情	ttnz
险滩	tthw
险种	ttzi
险胜	ttmd
险要	ttqs
险诈	ttve
险象	ttwp
险象环生	twgd
险遭	ttfr
险阻	tttr
险隘	ttth
陪他	tykh
陪伴	tykv
陪你	tykr
陪侍	tykb
陪吃	tyil
陪同	tyzf
陪在	tygk
陪她	tysh
陪嫁	tyse
陪审	tyej
陪审员	teid
陪审团	teug
陪客	tyeq
陪床	tyga
陪我	tycp
陪房	tyfm
陪护	typf
陪着	tyig
陪睡	tygh
陪练	tyrl
陪聊	tyqf
陪葬	tywq
陪衬	tyol
陪读	tyvg
陪送	tyvx
陪都	tyrj
陪酒	tyht
陪陪	tyty
